845, 19680
846, 19680
847, 19680
917, 17938
918, 17938
919, 17938
920, 17938
921, 17938
923, 17938
924, 18260
930, 18260
932, 18260
961, 18260
963, 18260
965, 18260
966, 18260
967, 18260
969, 18260
971, 18260
972, 18260
973, 18260
974, 18260
975, 18260
976, 18260
978, 18260
979, 17938
980, 17938
993, 17938
994, 17938
997, 18260
998, 18260
1000, 18260
2953, 19761
5706, 16756
5707, 16756
5708, 16976
5709, 16976
5712, 16976
5731, 16976
5734, 16976
5739, 16976
5740, 16976
5741, 16976
5742, 17263
6570, 17641
6573, 17641
6576, 17641
6577, 17641
7362, 17527
7363, 17527
7364, 17527
7365, 17449
7366, 17449
7367, 17449
7368, 17449
7369, 17449
7370, 17449
7371, 17449
7372, 17449
7373, 17449
7374, 17449
7375, 17449
7376, 17449
7377, 17449
7378, 17449
7379, 17449
7380, 17162
7381, 17162
7382, 17162
7383, 17162
7384, 17162
7385, 17162
7386, 17162
7387, 17162
7388, 17162
7389, 17162
7390, 17162
7391, 17162
7392, 17240
7393, 17240
7394, 17240
7395, 17240
7396, 17310
7397, 17240
7398, 17240
7399, 17240
7400, 17240
7401, 17240
7402, 17240
7403, 17240
7404, 17240
7405, 17240
7406, 17240
7407, 17240
7408, 17240
7409, 17240
7410, 17240
7411, 17240
7412, 17310
7413, 17310
7414, 17310
7415, 17321
7416, 17321
7417, 17321
7418, 17321
7419, 17321
7420, 17321
7421, 17321
7422, 17321
7423, 17321
7424, 17321
7425, 17321
7426, 17321
7427, 17321
7428, 17321
7429, 17321
7430, 17321
7431, 17321
7432, 17321
7433, 17321
7434, 17321
7435, 17321
7436, 17321
7437, 17321
7438, 17321
7439, 17321
7440, 17321
7441, 17321
7442, 16968
7443, 16968
7444, 16968
7445, 16968
7446, 16968
7447, 16968
7448, 16968
7449, 16968
7450, 16968
7451, 16968
7452, 16968
7453, 16890
7454, 16890
7455, 16890
7456, 16890
7457, 16890
7458, 16890
7459, 16890
7460, 16890
7461, 16968
7462, 16968
7463, 16968
7464, 16968
7465, 16434
7466, 16434
7467, 16434
7468, 16434
7469, 16434
7470, 16434
7471, 16968
7472, 16968
7473, 16968
7474, 16968
7475, 16968
7476, 16968
7477, 16968
7478, 16968
7479, 16968
7480, 16968
7481, 16968
7482, 16968
7483, 16968
7484, 16968
7485, 16968
7486, 16968
7487, 16968
7488, 16968
7489, 16968
7490, 16968
7491, 16968
7492, 16968
7493, 16968
7494, 16968
7495, 16968
7496, 16968
7497, 16968
7498, 16968
7499, 16968
7500, 16968
7501, 16968
7502, 16968
7503, 16968
7504, 16968
7505, 16968
7506, 16968
7507, 16968
7508, 17321
7509, 17321
7510, 17321
7511, 17321
7512, 17321
7513, 17321
7514, 17321
7515, 17321
7516, 17321
7517, 17321
7518, 17321
7519, 17321
7520, 17321
7521, 17321
7522, 17321
7523, 17321
7524, 17321
7525, 17321
7526, 17321
7527, 17321
7528, 17321
7529, 17321
7530, 17321
7531, 17321
7532, 17321
7533, 17321
7534, 17321
7535, 17321
7536, 17321
7537, 17321
7538, 17321
7539, 17321
7540, 17321
7541, 17321
7542, 17321
7543, 17321
7544, 17321
7545, 17321
7546, 17321
7547, 17321
7548, 17321
7549, 17321
7550, 17321
7551, 17321
7552, 17321
7553, 17321
7554, 17321
7555, 17321
7556, 17321
7557, 17321
7558, 17321
7559, 17321
7560, 17321
7561, 17321
7562, 17321
7563, 17321
7564, 17321
7565, 17321
7566, 17321
7567, 17321
7568, 17321
7569, 17321
7570, 17321
7571, 17321
7572, 17321
7573, 17321
7574, 17321
7575, 17321
7576, 17321
7577, 17608
7578, 17608
7579, 17608
7580, 17608
7581, 17608
7582, 17608
7583, 17608
7584, 17608
7585, 17608
7586, 17608
7587, 17608
7588, 17608
7589, 17608
7590, 17608
7591, 17608
7592, 17608
7593, 17608
7594, 17608
7595, 17608
7596, 17608
7597, 17608
7598, 17608
7599, 17608
7600, 17608
7601, 17608
7602, 17608
7603, 17608
7604, 17608
7605, 17608
7606, 17608
7607, 17608
7608, 17608
7609, 17608
7610, 17608
7611, 17608
7612, 17608
7613, 17608
7614, 17608
7615, 17608
7616, 17608
7617, 17608
7618, 17608
7619, 17608
7620, 17608
7621, 17608
7622, 17608
7623, 17608
7624, 17608
7625, 17608
7626, 17608
7627, 17608
7628, 17608
7629, 17608
7630, 17608
7631, 17608
7632, 17608
7633, 17608
7634, 17608
7635, 17608
7636, 17608
7637, 17608
7638, 17608
7639, 17608
7640, 17608
7641, 17608
7642, 17608
7643, 17608
7644, 17608
7645, 17608
7646, 17608
7647, 17608
7648, 17608
7649, 17608
7650, 17608
7651, 17608
7652, 17608
7653, 17608
7654, 17608
7655, 17608
7656, 17608
7657, 17608
7658, 17608
7659, 17608
7660, 17608
7661, 17608
7662, 17608
7663, 17608
7664, 17608
7665, 17608
7666, 17608
7667, 17608
7668, 17608
7669, 17608
7670, 17608
7671, 17608
7672, 17608
7673, 17608
7674, 17608
7675, 17074
7676, 17074
7677, 17074
7678, 17074
7679, 17074
7680, 17074
7681, 17074
7682, 17074
7683, 17074
7684, 17074
7685, 17074
7686, 17074
7687, 16468
7688, 16468
7689, 16468
7690, 16468
7691, 16468
7692, 16468
7693, 16468
7694, 16468
7695, 16468
7696, 16468
7697, 16468
7698, 16468
7699, 16468
7700, 16468
7701, 16468
7702, 16468
7703, 16468
7704, 16468
7705, 16468
7706, 16468
7707, 16468
7708, 16468
7709, 16468
7710, 16390
7711, 16390
7712, 16390
7713, 16390
7714, 16390
7715, 16390
7716, 16390
7717, 16390
7718, 16390
7719, 16390
7720, 16390
7721, 16390
7722, 16390
7723, 16390
7724, 16390
7725, 16390
7726, 16390
7727, 16390
7728, 16390
7729, 16390
7730, 16390
7731, 16390
7732, 16390
7733, 16390
7734, 16390
7735, 16390
7736, 16390
7737, 16390
7738, 16390
7739, 16390
7740, 16390
7741, 16390
7742, 16390
7743, 16390
7744, 16390
7745, 16390
7746, 16037
7747, 16037
7748, 16037
7749, 16037
7750, 16037
7751, 16037
7752, 16037
7753, 16037
7754, 16037
7755, 16037
7756, 16037
7757, 16037
7758, 16037
7759, 16037
7760, 16037
7761, 16037
7762, 16037
7763, 16037
7764, 16037
7765, 16643
7766, 16643
7767, 16643
7768, 16643
7769, 16643
7770, 16643
7771, 16643
7772, 16643
7773, 16643
7774, 16996
7775, 16996
7776, 16996
7777, 16996
7778, 16996
7779, 16996
7780, 16996
7781, 16996
7782, 16996
7783, 16996
7784, 16996
7785, 16996
7786, 16996
7787, 16996
7788, 16996
7789, 16996
7790, 16996
7791, 16996
7792, 16996
7793, 16996
7794, 16996
7795, 16996
7796, 16996
7797, 16985
7798, 16985
7799, 16985
7800, 16985
7801, 16985
7802, 16985
7803, 16985
7804, 16985
7805, 16985
7806, 16985
7807, 16985
7808, 16985
7809, 16985
7810, 16985
7811, 16985
7812, 17519
7813, 17519
7814, 17519
7815, 17519
7816, 17519
7817, 17519
7818, 17519
7819, 17519
7820, 17519
7821, 17519
7822, 17519
7823, 17519
7824, 17519
7825, 17519
7826, 17519
7827, 17519
7828, 17519
7829, 17519
7830, 17519
7831, 17519
7832, 17519
7833, 17519
7834, 17519
7835, 17519
7836, 17519
7837, 17519
7838, 17892
7839, 17892
7840, 17892
7841, 17892
7842, 17892
7843, 17892
7844, 17892
7845, 17892
7846, 17892
7847, 17892
7848, 17892
7849, 17892
7850, 17892
7851, 17892
7852, 17822
7853, 17822
7854, 17822
7855, 17822
7856, 17822
7857, 17822
7858, 17822
7859, 17822
7860, 17822
7861, 17822
7862, 17822
