wuf20-91-M, 1, 14790, 38642, 38642, 0, 0
wuf20-91-N, 1, 19545, 1.10707e+06, 1.10707e+06, 0, 0
wuf20-91-Q, 1, 15780, 15292, 15292, 0, 0
wuf20-91-R, 1, 19065, 150376, 150376, 0, 0
wuf50-218-M, 0.97, 17895, 325237, 340192, 0.00384615, 0.200005
wuf50-218-N, 0.98, 20340, 1.80976e+06, 1.88191e+06, 0.00380886, 0.200001
wuf50-218-Q, 0.96, 16995, 30128.8, 33097, 0.0118767, 0.311111
wuf50-218-R, 0.98, 19590, 195059, 205207, 0.00715595, 0.207407
wuf75-325-M, 0.72, 17430, 159430, 237421, 0.0308664, 1.00005
wuf75-325-N, 0.83, 20460, 1.56306e+06, 2.00461e+06, 0.0198158, 0.703437
wuf75-325-Q, 0.74, 16710, 25161.5, 42532, 0.0469701, 0.894348
wuf75-325-R, 0.83, 20775, 468711, 737600, 0.0385439, 0.632136
