wuf20-91-M, 1, 10515, 38642, 38642, 0, 0
wuf20-91-N, 1, 13745, 1.10707e+06, 1.10707e+06, 0, 0
wuf20-91-Q, 1, 11185, 15292, 15292, 0, 0
wuf20-91-R, 1, 13415, 150376, 150376, 0, 0
wuf50-218-M, 0.92, 12625, 306620, 340192, 0.00882707, 0.40001
wuf50-218-N, 0.95, 14295, 1.77479e+06, 1.88191e+06, 0.00603162, 0.200001
wuf50-218-Q, 0.96, 12020, 28723.7, 33097, 0.0148444, 0.240349
wuf50-218-R, 0.91, 13785, 181844, 205207, 0.0170958, 0.518519
wuf75-325-M, 0.71, 12320, 158785, 237421, 0.03099, 0.900052
wuf75-325-N, 0.69, 14365, 1.23265e+06, 2.00461e+06, 0.0333321, 0.912308
wuf75-325-Q, 0.71, 11805, 24132.3, 42532, 0.0508534, 0.849
wuf75-325-R, 0.66, 14595, 380602, 737600, 0.0565934, 1.00009
